SENTENCE_ID,POLARITY,SUBJECTIVEITY,SENTENCE,STRONG OPINION
337,0.04722222222222221,0.3944444444444445,"Blood running all down your jaw, and you don’t know what’s happening, because someone has taught you to suffer peacefully.",0
338,-0.15,0.25625,"The white man do the same thing to you in the street, when he’s going to want to put knots on your head and take advantage of you, and don’t have to be afraid of your fighting back.",0
339,0.0875,0.2375,"To keep you from fighting back, he gets these old religious Uncle Toms to teach you and me, just like novocaine, suffer peacefully.",0
340,0.25,0.5,Don’t stop suffering; just suffer peacefully.,0
341,0.0,0.0,"As Reverend Cleage pointed out, “Let your blood flow in the streets.” This is a shame.",0
342,0.0,0.0,"And you know, he’s a Christian preacher.",0
343,0.0,0.0,"If it’s a shame to him, you know what it is to me.",0
344,0.25,0.5,"There’s nothing in our book, the Quran, but you call it Ko-ran, that teaches us to suffer peacefully.",0
345,0.8,0.9,Our religion teaches us to be intelligent.,1
346,0.425,0.75,"Be peaceful, be courteous, obey the law, respect everyone, but if someone puts his hand on you, send him to the cemetery.",0
347,0.7,0.6000000000000001,That’s a good religion.,0
348,0.0,0.0,"In fact, that’s that old-time religion.",0
349,0.0,0.0,That’s the one that Ma and Pa used to talk about.,0
350,0.7,0.6000000000000001,"An eye for an eye, and a tooth for a tooth, and a head for a head, and a life for a life, that’s a good religion.",0
351,0.6,0.9,No one resents that kind of religion being taught but a wolf who intends to make you his meal.,0
352,0.0,0.0,This is the way it is with the white man in America.,0
353,0.0,0.0,He’s a wolf and you’re sheep.,0
354,0.0,0.041666666666666664,"Anytime a shepherd, a pastor, teaches you and me not to run from the white man and, at the same time, teaches us don’t fight the white man, he’s a traitor to you and me.",0
355,-0.15555555555555559,0.2888888888888889,Don’t lay down our life all by itself.,0
356,0.0,0.0,"No, preserve your life.",0
357,1.0,0.3,It’s the best thing you got.,0
358,0.0,0.0,"If you’ve got to give it up, let it be even-steven.",0
359,0.034375,0.44375,"The slavemaster took Tom and dressed him well and fed him well and even gave him a little education, gave him a long coat and a top hat and made all the other slaves look up to him.",0
360,0.0,0.0,Then he used Tom to control them.,0
361,0.0,0.08333333333333333,The same strategy that was used in those days is used today by the same white man.,0
362,0.5,1.0,"He takes a Negro, a so-called Negro, and makes him prominent, builds him up, publicizes him, makes him a celebrity, and then he becomes a spokesman for Negroes and a Negro leader.",0
363,0.03333333333333333,0.20666666666666664,"I would like to just mention just one thing else quickly, and that is the method that the white man uses, how the white man uses these big guns, or Negro leaders, against the black revolution.",0
364,-0.16666666666666666,0.43333333333333335,They are not a part of the black revolution.,0
365,-0.16666666666666666,0.43333333333333335,They are used against the black revolution.,0
366,-0.25,0.3,"When Martin Luther King failed to desegregate Albany, Georgia, the civil rights struggle in America reached its low point.",0
367,0.0,0.0,King became bankrupt almost as a leader.,0
368,-0.04,0.04,"Plus, even financially, the Southern Christian Leadership Conference was in financial trouble.",0
369,-0.35,0.25,"Plus, it was in trouble, period, with the people when they failed to desegregate Albany, Georgia.",0
370,-0.125,0.375,Other Negro civil rights leaders of so-called national stature became fallen idols.,0
371,0.0,0.0,"As they became fallen idols, began to lose their prestige and influence, local Negro leaders began to stir up the masses.",0
372,0.0,0.0,"In Cambridge, Maryland, Gloria Richardson.",0
373,-0.0625,0.1875,"In Danville, Virginia, and other parts of the country, local leaders began to stir up our people at the grassroots level.",0
374,0.0,0.0,This was never done by these Negroes whom you recognize of national stature.,0
375,0.375,0.75,"They controlled you, but they never incited you or excited you.",0
376,0.0,0.0,They controlled you.,0
377,0.0,0.0,They contained you.,0
378,0.0,0.0,They kept you on the plantation.,0
379,-0.5,0.3,"As soon as King failed in Birmingham, Negroes took to the streets.",0
380,0.25,0.3,King got out and went out to California to a big rally and raised I don’t know how many thousands of dollars.,0
381,0.5,0.5,Come to Detroit and had a march and raised some more thousands of dollars.,0
382,-0.0028571428571428636,0.16714285714285712,"And recall, right after that, Wilkins attacked King, accused King and the CORE of starting trouble everywhere and then making the NAACP get them out of jail and spend a lot of money, and then they accused King and CORE of raising all the money and not paying it back.",0
383,0.0,0.0,This happened.,0
384,0.0,0.0,I’ve got it in documented evidence in the newspaper.,0
385,0.0,0.0,"Roy started attacking King, and King started attacking Roy, and Farmer started attacking both of them.",0
386,-0.125,0.375,"As these Negroes of national stature began to attack each other, they began to lose their control of the Negro masses, and Negroes was out there in the streets.",0
387,0.2857142857142857,0.5357142857142857,"They was talking about, “We’re going to march on Washington.” By the way, right at that time Birmingham had exploded, and the Negroes in Birmingham, remember, they also exploded.",0
388,0.0,0.0,They began to stab the crackers in the back and bust them upside their head.,0
389,0.0,0.0,"Yes, they did.",0
390,-0.15555555555555559,0.2888888888888889,That’s when Kennedy sent in the troops down in Birmingham.,0
391,0.14285714285714285,0.39285714285714285,"Right after that, Kennedy got on the television and said, “This is a moral issue.” That’s when he said he was going to put out a civil rights bill.",0
392,0.0,0.0,"When he mentioned civil rights bill and the Southern crackers started talking about they were going to boycott it or filibuster it, then the Negroes started talking about what?",0
393,0.0,0.0,"We’re going to march on Washington, march on the Senate, march on the White House, march on the Congress, and tie it up, bring it to a halt, don’t let the government proceed.",0
394,-0.15555555555555559,0.2888888888888889,They even said they was going to go out to the airport and lay down on the runway and don’t let no airplanes land.,0
395,0.0,0.0,I’m telling you what they said.,0
396,0.0,0.0,That was revolution.,0
397,0.0,0.0,That was revolution.,0
398,-0.16666666666666666,0.43333333333333335,That was the black revolution.,0
399,0.0,0.0,It was the grassroots out there in the street.,0
400,0.0,0.0,Scared the white man to death.,0
401,0.0,0.0,"Scared the white power structure in Washington, D.C., to death.",0
402,0.0,0.0,I was there.,0
403,-0.030555555555555558,0.48055555555555557,"When they found out that this black steamroller was going to come down on the capital, they called in Wilkins, they called in Randolph, they called in these national Negro leaders that you respect and told them, “Call it off.” Kennedy said, “Look, you’re all letting this thing go too far.” Old Tom said, “Boss, I can’t stop it, because I didn’t start it.”


I’m telling you what they said.",0
404,0.21666666666666667,0.5333333333333333,"They said, “I’m not even in it, much less at the head of it.” They said, “These Negroes are doing things on their own.",0
405,0.1,0.2,"They’re running ahead of us.” And that old shrewd fox, he said, “Well, if you all aren’t in it, I’ll put you in it.",0
406,0.0,0.0,I’ll put you at the head of it.,0
407,0.0,0.0,I’ll endorse it.,0
408,0.8,0.9,I’ll welcome it.,1
409,0.0,0.0,I’ll help it.,0
410,0.0,0.0,"I’ll join it.”

A matter of hours went by.",0
411,0.13636363636363635,0.45454545454545453,They had a meeting at the Carlyle Hotel in New York City.,0
412,0.0,0.0,The Carlyle Hotel is owned by the Kennedy family.,0
413,-0.1,0.1,"That’s the hotel Kennedy spent the night at two nights ago, belongs to his family.",0
414,0.04375,0.21875,"A philanthropic society headed by a white man named Stephen Currier called all the top civil rights leaders together at the Carlyle Hotel and told them that, “By you all fighting each other, you are destroying the civil rights movement.",0
415,0.0,0.0,"And since you’re fighting over money from white liberals, let us set up what is known as the Council for United Civil Rights Leadership.",0
416,0.0,0.0,Let’s form this council.,0
417,0.0,0.0,"All the civil rights organizations will belong to it, and we’ll use it for fundraising purposes.”

Let me show you how tricky the white man is.",0
418,0.1,0.4,"As soon as they got it formed, they elected Whitney Young as the chairman.",0
419,0.0,0.0,And who do you think became the co-chairman?,0
420,0.0,0.0,"Stephen Currier, the white man, a millionaire.",0
421,-0.15555555555555559,0.2888888888888889,Powell was talking about it down at the Cobo today.,0
422,0.0,0.0,This is what he was talking about.,0
423,0.0,0.0,Powell knows it happened.,0
424,0.0,0.0,Randolph knows it happened.,0
425,0.0,0.0,Wilkins knows it happened.,0
426,0.0,0.0,King knows it happened.,0
427,0.0,0.1,"Every one of that so-called Big Six, they know what happened.",0
428,0.16666666666666666,0.19999999999999998,"Once they formed it, with the white man over it, he promised them and gave them $800,000 to split up between the Big Six, and told them that after the march was over they’d give them $700,000 more.",0
429,-0.11666666666666667,0.21666666666666667,"A million and a half dollars split up between leaders that you’ve been following, going to jail for, crying crocodile tears for, and they’re nothing but Frank James and Jesse James and the what-you-call-it brothers.",0
430,0.18,0.21333333333333332,"Soon as they got the setup organized, the white man made available to them top public relations experts, opened the news media across the country at their disposal, and then they begin to project these Big Six as the leaders of the march.",0
431,0.375,0.75,"Originally, they weren’t even in the march.",0
432,0.0,0.0,You was talking this march talk on Hastings Street.,0
433,0.0,0.0,Is Hastings Street still here?,0
434,0.0,0.0,On Hastings Street.,0
435,0.0,0.25,"You was talking the march talk on Lenox Avenue, and out on, what do you call it, Fillmore Street and Central Avenue and 32nd Street and 63rd Street.",0
436,0.0,0.0,That’s where the march talk was being talked.,0
437,0.0,0.05,"But the white man put the Big Six at the head of it, made them the march.",0
438,0.0,0.0,They became the march.,0
439,0.0,0.0,They took it over.,0
440,0.125,0.16666666666666666,"And the first move they made after they took it over, they invited Walter Reuther, a white man.",0
441,0.05,0.1,"They invited a priest, a rabbi, and an old white preacher.",0
442,0.05,0.1,"Yes, an old white preacher.",0
443,0.0,0.08333333333333333,"The same white element that put Kennedy in power, labor, the Catholics, the Jews, and liberal Protestants, same clique that put Kennedy in power, joined the march on Washington.",0
444,0.1333333333333333,0.5833333333333333,"It’s just like when you’ve got some coffee that’s too black, which means it’s too strong.",0
445,0.0,0.0,What do you do?,0
446,0.0,0.0,You integrate it with cream.,0
447,-0.375,0.625,You make it weak.,0
448,0.2,0.2,"If you pour too much cream in, you won’t even know you ever had coffee.",0
449,0.3,0.75,It used to be hot; it becomes cool.,0
450,0.029166666666666646,0.6791666666666667,It used to be strong; it becomes weak.,0
451,0.0,0.0,It used to wake you up; now it’ll put you to sleep.,0
452,0.0,0.0,This is what they did with the March on Washington.,0
453,0.0,0.0,They joined it.,0
454,0.0,0.0,They didn’t integrate it; they infiltrated it.,0
455,0.0,0.0,"They joined it, became a part of it, took it over.",0
456,0.0,0.0,"As they took it over, it lost its militancy.",0
457,-0.5,1.0,They ceased to be angry.,0
458,0.25,0.8500000000000001,They ceased to be hot.,0
459,0.0,0.0,They ceased to be uncompromising.,0
460,0.0,0.0,"Why, it even ceased to be a march.",0
461,0.0,0.0,"It became a picnic, a circus, nothing but a circus, with clowns and all.",0
462,0.03968253968253968,0.32301587301587303,"You had one right here in Detroit, I saw it on television, with clowns leading it, white clowns and black clowns.",0
463,0.0,0.0,"I know you don’t like what I’m saying, but I’m going to tell you anyway, because I can prove what I’m saying.",0
464,-0.3125,0.6375,"If you think I’m telling you wrong, you bring me Martin Luther King and A. Philip Randolph and James Farmer and those other three, and see if they’ll deny it over a microphone.",0
465,0.0,0.0,"No, it was a sellout.",0
466,0.0,0.0,It was a takeover.,0
467,0.0,0.0,"When James Baldwin came in from Paris, they wouldn’t let him talk because they couldn’t make him go by the script.",0
468,0.0,0.0,Burt Lancaster read the speech that Baldwin was supposed to make.,0
469,-0.1,0.5,They wouldn’t let Baldwin get up there because they know Baldwin is liable to say anything.,0
470,-0.17857142857142858,0.2857142857142857,"They controlled it so tight, they told those Negroes what time to hit town, how to come, where to stop, what sign to carry, what speech they could make and what speech they couldn’t make, and then told them to get out of town by sundown.",0
471,0.0,0.0,And every one of those Toms were out of town by sundown.,0
472,0.0,0.0,"Now, I know you don’t like my saying this, but I can back it up.",0
473,0.0,0.0,"It was a circus, a performance that beat anything Hollywood could ever do, the performance of the year.",0
474,0.44375,0.46875,Reuther and those other three devils should get an Academy Award for the best actors because they acted like they really loved Negroes and fooled a whole lot of Negroes.,0
475,0.625,0.275,"And the six Negro leaders should get an award, too, for the best supporting cast.",0
